date,SPOSTMIN,Ride
2016-01-30,22.033898305084747,Splash Mountain
2016-01-31,21.885964912280702,Splash Mountain
2016-02-01,28.990825688073393,Splash Mountain
2016-02-02,33.57142857142857,Splash Mountain
2016-02-03,40.96153846153846,Splash Mountain
2016-02-04,18.258426966292134,Splash Mountain
2016-02-05,14.23728813559322,Splash Mountain
2016-02-06,7.75,Splash Mountain
2016-02-07,12.184873949579831,Splash Mountain
2016-02-08,29.796747967479675,Splash Mountain
2016-02-09,14.2,Splash Mountain
2016-02-10,20.38961038961039,Splash Mountain
2016-02-11,34.63235294117647,Splash Mountain
2016-02-12,38.10344827586207,Splash Mountain
2016-02-13,30.054945054945055,Splash Mountain
2016-02-14,32.76923076923077,Splash Mountain
2016-02-15,25.653846153846153,Splash Mountain
2016-02-16,35.87155963302752,Splash Mountain
2016-02-17,31.39423076923077,Splash Mountain
2016-02-18,32.096774193548384,Splash Mountain
2016-02-19,26.9811320754717,Splash Mountain
2016-02-20,27.08695652173913,Splash Mountain
2016-02-21,33.28703703703704,Splash Mountain
2016-02-22,40.96153846153846,Splash Mountain
2016-02-23,34.787234042553195,Splash Mountain
2016-02-24,15.330188679245284,Splash Mountain
2016-02-25,19.423076923076923,Splash Mountain
2016-02-26,19.107142857142858,Splash Mountain
2016-02-27,17.73913043478261,Splash Mountain
2016-02-28,25.654205607476637,Splash Mountain
2016-02-29,32.278481012658226,Splash Mountain
2016-03-01,27.05,Splash Mountain
2016-03-02,26.1046511627907,Splash Mountain
2016-03-03,30.63953488372093,Splash Mountain
2016-03-04,31.513157894736842,Splash Mountain
2016-03-05,32.450980392156865,Splash Mountain
2016-03-06,26.367924528301888,Splash Mountain
2016-03-07,28.839285714285715,Splash Mountain
2016-03-08,28.434343434343436,Splash Mountain
2016-03-09,31.483516483516482,Splash Mountain
2016-03-10,30.833333333333332,Splash Mountain
2016-03-11,39.95,Splash Mountain
2016-03-12,40.88495575221239,Splash Mountain
2016-03-13,36.36752136752137,Splash Mountain
2016-03-14,57.81818181818182,Splash Mountain
2016-03-15,51.308411214953274,Splash Mountain
2016-03-16,71.23529411764706,Splash Mountain
2016-03-17,53.31578947368421,Splash Mountain
2016-03-18,51.596638655462186,Splash Mountain
2016-03-19,28.045454545454547,Splash Mountain
2016-03-20,39.53389830508475,Splash Mountain
2016-03-21,30.73076923076923,Splash Mountain
2016-03-22,64.09420289855072,Splash Mountain
2016-03-23,62.5,Splash Mountain
2016-03-24,68.46534653465346,Splash Mountain
2016-03-25,50.59055118110236,Splash Mountain
2016-03-26,48.87218045112782,Splash Mountain
2016-03-27,56.967213114754095,Splash Mountain
2016-03-28,55.8130081300813,Splash Mountain
2016-03-29,51.388888888888886,Splash Mountain
2016-03-30,79.36170212765957,Splash Mountain
2016-03-31,70.60283687943263,Splash Mountain
2016-04-01,57.5968992248062,Splash Mountain
2016-04-02,25.857142857142858,Splash Mountain
2016-04-03,53.63636363636363,Splash Mountain
2016-04-04,54.0,Splash Mountain
2016-04-05,53.97196261682243,Splash Mountain
2016-04-06,55.319148936170215,Splash Mountain
2016-04-07,49.592592592592595,Splash Mountain
2016-04-08,44.24242424242424,Splash Mountain
2016-04-09,35.03731343283582,Splash Mountain
2016-04-10,29.253731343283583,Splash Mountain
2016-04-11,29.49579831932773,Splash Mountain
2016-04-12,29.628099173553718,Splash Mountain
2016-04-13,24.675925925925927,Splash Mountain
2016-04-14,22.276422764227643,Splash Mountain
2016-04-15,25.390625,Splash Mountain
2016-04-16,27.53846153846154,Splash Mountain
2016-04-17,32.71844660194175,Splash Mountain
2016-04-18,35.3968253968254,Splash Mountain
2016-04-19,37.410714285714285,Splash Mountain
2016-04-20,29.831932773109244,Splash Mountain
2016-04-21,35.729166666666664,Splash Mountain
2016-04-22,37.608695652173914,Splash Mountain
2016-04-23,41.73913043478261,Splash Mountain
2016-04-24,26.764705882352942,Splash Mountain
2016-04-25,47.5,Splash Mountain
2016-04-26,41.25,Splash Mountain
2016-04-27,34.747899159663866,Splash Mountain
2016-04-28,44.4954128440367,Splash Mountain
2016-04-29,40.578512396694215,Splash Mountain
2016-04-30,39.87603305785124,Splash Mountain
2016-05-01,36.26923076923077,Splash Mountain
2016-05-02,39.61538461538461,Splash Mountain
2016-05-03,28.24074074074074,Splash Mountain
2016-05-04,5.2439024390243905,Splash Mountain
2016-05-05,49.7752808988764,Splash Mountain
2016-05-06,36.37931034482759,Splash Mountain
2016-05-07,27.93233082706767,Splash Mountain
2016-05-08,25.15625,Splash Mountain
2016-05-09,32.093023255813954,Splash Mountain
2016-05-10,36.774193548387096,Splash Mountain
2016-05-11,33.333333333333336,Splash Mountain
2016-05-12,36.25,Splash Mountain
2016-05-13,36.833333333333336,Splash Mountain
2016-05-14,35.763888888888886,Splash Mountain
2016-05-15,25.4,Splash Mountain
2016-05-16,31.153846153846153,Splash Mountain
2016-05-17,24.636363636363637,Splash Mountain
2016-05-18,30.416666666666668,Splash Mountain
2016-05-19,30.37037037037037,Splash Mountain
2016-05-20,33.798449612403104,Splash Mountain
2016-05-21,37.63358778625954,Splash Mountain
2016-05-22,38.060344827586206,Splash Mountain
2016-05-23,52.72727272727273,Splash Mountain
2016-05-24,51.92982456140351,Splash Mountain
2016-05-25,53.095238095238095,Splash Mountain
2016-05-26,66.36,Splash Mountain
2016-05-27,51.160714285714285,Splash Mountain
2016-05-28,44.440298507462686,Splash Mountain
2016-05-29,46.52173913043478,Splash Mountain
2016-05-30,42.82608695652174,Splash Mountain
2016-05-31,51.04347826086956,Splash Mountain
2016-06-01,52.41803278688525,Splash Mountain
2016-06-02,52.75590551181102,Splash Mountain
2016-06-03,51.08527131782946,Splash Mountain
2016-06-04,56.0,Splash Mountain
2016-06-05,37.04,Splash Mountain
2016-06-06,29.208333333333332,Splash Mountain
2016-06-07,43.826530612244895,Splash Mountain
2016-06-08,61.74074074074074,Splash Mountain
2016-06-09,50.56390977443609,Splash Mountain
2016-06-10,45.55045871559633,Splash Mountain
2016-06-11,44.0,Splash Mountain
2016-06-12,42.64705882352941,Splash Mountain
2016-06-13,55.648148148148145,Splash Mountain
2016-06-14,49.221311475409834,Splash Mountain
2016-06-15,57.125984251968504,Splash Mountain
2016-06-16,44.63414634146341,Splash Mountain
2016-06-17,45.34188034188034,Splash Mountain
2016-06-18,34.619565217391305,Splash Mountain
2016-06-19,31.428571428571427,Splash Mountain
2016-06-20,58.10077519379845,Splash Mountain
2016-06-21,50.78125,Splash Mountain
2016-06-22,52.12230215827338,Splash Mountain
2016-06-23,52.11711711711712,Splash Mountain
2016-06-24,51.65217391304348,Splash Mountain
2016-06-25,44.414414414414416,Splash Mountain
2016-06-26,39.077669902912625,Splash Mountain
2016-06-27,63.36206896551724,Splash Mountain
2016-06-28,61.86915887850467,Splash Mountain
2016-06-29,60.0,Splash Mountain
2016-06-30,47.612612612612615,Splash Mountain
2016-07-01,41.88235294117647,Splash Mountain
2016-07-02,32.37068965517241,Splash Mountain
2016-07-03,51.09489051094891,Splash Mountain
2016-07-04,61.48148148148148,Splash Mountain
2016-07-05,69.65116279069767,Splash Mountain
2016-07-06,49.583333333333336,Splash Mountain
2016-07-07,54.22680412371134,Splash Mountain
2016-07-08,48.1981981981982,Splash Mountain
2016-07-09,43.37662337662338,Splash Mountain
2016-07-10,54.81012658227848,Splash Mountain
2016-07-11,65.35714285714286,Splash Mountain
2016-07-12,48.350515463917525,Splash Mountain
2016-07-13,57.37623762376238,Splash Mountain
2016-07-14,57.61682242990654,Splash Mountain
2016-07-15,48.57142857142857,Splash Mountain
2016-07-16,49.81927710843374,Splash Mountain
2016-07-17,47.61363636363637,Splash Mountain
2016-07-18,67.74193548387096,Splash Mountain
2016-07-19,65.32407407407408,Splash Mountain
2016-07-20,64.9342105263158,Splash Mountain
2016-07-21,71.44927536231884,Splash Mountain
2016-07-22,49.476190476190474,Splash Mountain
2016-07-23,46.4,Splash Mountain
2016-07-24,45.59405940594059,Splash Mountain
2016-07-25,62.72727272727273,Splash Mountain
2016-07-26,60.49586776859504,Splash Mountain
2016-07-27,64.22131147540983,Splash Mountain
2016-07-28,52.16346153846154,Splash Mountain
2016-07-29,52.88659793814433,Splash Mountain
2016-07-30,41.3716814159292,Splash Mountain
2016-07-31,36.18181818181818,Splash Mountain
2016-08-01,51.03448275862069,Splash Mountain
2016-08-02,53.26271186440678,Splash Mountain
2016-08-03,63.26923076923077,Splash Mountain
2016-08-04,40.48543689320388,Splash Mountain
2016-08-05,47.34234234234234,Splash Mountain
2016-08-06,38.45132743362832,Splash Mountain
2016-08-07,42.1875,Splash Mountain
2016-08-08,40.0,Splash Mountain
2016-08-09,39.60526315789474,Splash Mountain
2016-08-10,41.52173913043478,Splash Mountain
2016-08-11,38.44444444444444,Splash Mountain
2016-08-12,52.395833333333336,Splash Mountain
2016-08-13,51.39344262295082,Splash Mountain
2016-08-14,34.95049504950495,Splash Mountain
2016-08-15,52.38095238095238,Splash Mountain
2016-08-16,36.170212765957444,Splash Mountain
2016-08-17,49.751773049645394,Splash Mountain
2016-08-18,38.839285714285715,Splash Mountain
2016-08-19,45.666666666666664,Splash Mountain
2016-08-20,46.53508771929825,Splash Mountain
2016-08-21,40.833333333333336,Splash Mountain
2016-08-22,42.94117647058823,Splash Mountain
2016-08-23,38.1858407079646,Splash Mountain
2016-08-24,35.97560975609756,Splash Mountain
2016-08-25,36.62280701754386,Splash Mountain
2016-08-26,37.52252252252252,Splash Mountain
2016-08-27,32.5187969924812,Splash Mountain
2016-08-28,25.087719298245613,Splash Mountain
2016-08-29,38.83720930232558,Splash Mountain
2016-08-30,24.012345679012345,Splash Mountain
2016-08-31,21.724137931034484,Splash Mountain
2016-09-01,21.263157894736842,Splash Mountain
2016-09-02,14.4,Splash Mountain
2016-09-03,41.84615384615385,Splash Mountain
2016-09-04,35.96590909090909,Splash Mountain
2016-09-05,22.413793103448278,Splash Mountain
2016-09-06,35.913978494623656,Splash Mountain
2016-09-07,36.80232558139535,Splash Mountain
2016-09-08,13.073394495412844,Splash Mountain
2016-09-09,36.30434782608695,Splash Mountain
2016-09-10,37.20338983050848,Splash Mountain
2016-09-11,16.756756756756758,Splash Mountain
2016-09-12,37.522935779816514,Splash Mountain
2016-09-13,12.02127659574468,Splash Mountain
2016-09-14,29.23728813559322,Splash Mountain
2016-09-15,19.068627450980394,Splash Mountain
2016-09-16,13.521739130434783,Splash Mountain
2016-09-17,38.65,Splash Mountain
